time,throughput_mbps,latency_max,segment_loss_rate_weighted
2.0912482738494873,0.44384,33833.0,0.0
3.0934653282165527,0.42048,40690.5,0.0
4.144780397415161,0.44384,45758.60256410256,0.0
5.20425271987915,0.30368,48335.98901098901,0.0
6.249791383743286,0.30368,48807.480769230766,0.0
7.291070938110352,0.25696,50851.769565217386,0.0
8.296210289001465,0.22192,51395.951807228914,0.0
9.313803672790527,0.22192,51544.76119402985,0.0
10.314359664916992,0.21024,53270.70979020979,0.0
11.361295461654663,0.22192,53481.39344262295,0.0
12.406189918518066,0.22192,53187.03703703704,0.0
13.456400871276855,0.22192,53219.107871720116,0.0
14.498497486114502,0.22192,54021.908839779004,0.0
15.546608209609985,0.22192,53821.29658792651,0.0
16.591460704803467,0.22192,53482.880000000005,0.0
17.630743503570557,0.22192,54015.08591885442,0.0
18.675042867660522,0.22192,53578.5,0.0
19.72067403793335,0.22192,53526.87964989059,0.0
20.767673015594482,0.22192,53546.41176470588,0.0
21.82275152206421,0.22192,51211.361616161616,0.0
22.863529205322266,0.22192,52657.46108949416,0.0
23.90734887123108,0.22192,53864.58536585366,0.0
24.95060968399048,0.22192,53616.21739130435,0.0
25.994633197784424,0.22192,53268.66374781086,0.0
27.041484117507935,0.22192,54277.87118644068,0.0
28.090381860733032,0.22192,53974.34154351396,0.0
29.14025592803955,0.22192,54000.171974522294,0.0
